0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
82.0,81.8,81.91000000000001,81.71000000000001,81.76,81.87,81.88,81.78999999999999,81.81,81.38,81.83,81.61,81.88,81.81,82.13000000000001,82.07,81.66,82.02000000000001,81.91000000000001,81.82000000000001,81.83,82.04,81.93,81.88,81.93
79.99000000000001,80.4,80.28,79.92,80.2,79.99000000000001,80.4,80.16,80.17999999999999,80.25,79.97,80.31,80.36999999999999,80.03,79.97999999999999,80.16,80.67,80.35,80.03,80.08999999999999,80.07,80.34,79.94,80.10000000000001,80.31
78.03,78.29,78.34,78.25999999999999,78.51,78.36999999999999,78.69,78.13,78.28,78.42,78.44,78.21000000000001,78.23,78.41,78.28,78.21000000000001,78.47,78.22,78.14999999999999,78.67,78.28,78.38000000000001,78.25,78.60000000000001,78.58000000000001
76.44,76.78,76.48,76.23,76.96,76.28,76.64999999999999,76.64999999999999,76.5,76.64999999999999,76.71,76.77000000000001,76.23,76.42,76.95,76.49000000000001,76.58,76.64999999999999,76.0,76.8,76.52,76.75999999999999,76.49000000000001,76.64,76.86
74.51,74.59,74.57000000000001,74.85000000000001,74.81,74.89,74.49,75.53999999999999,75.09,75.09,74.92,74.11999999999999,75.31,75.11,74.25,75.2,74.72,74.95,74.5,74.52,74.7,74.52,75.09,74.74,74.58
